URL;Gibt es eine Kooperation? ;interessant?;Art des Inhalts;Art des Inhalts genau;Text des Links;Zusammenfassung;Zielgruppe;Firmensitz;Kostenmodell;Schwerpunkt;Technologie-Fokus;Sprache;Aktualität;DSGVO Text;DSGVO Ja/Nein;Provision;Wettbewerber;Relevanz KI-Coaching Bewertung;Relevanz KI-Coaching Begründung;Produktkategorie;Letzter Check;;;;
chorus.ai/;;;Produkt-/Anbieterseite;;Chorus (ZoomInfo);Conversation Intelligence für Sales Calls: Analyse, Coaching-Insights, Enablement.;Sales-Teams, Revenue Operations;USA (ZoomInfo);"B2B SaaS (custom/vertraglich; ZoomInfo/Chorus, i.d.R. mehrjährig)";Sales-Coaching-Insights;Call Recording, Transkription, NLP/Analytics;Englisch;nicht verfügbar;"Als ZoomInfo-Produkt: Privacy/Compliance über ZoomInfo; verarbeitet Gesprächsdaten (Audio/Video/Text) für Analyse/Summaries; Zertifizierungen (u.a. SOC 2/ISO) werden genannt; Opt-out/Privacy Center verfügbar.";Ja;Affiliate/Provision nicht verfügbar;Gong, Avoma, Salesloft, Outreach;Mittel;;;;;;;
clevermemo.com/#faq;;;Produkt-/FAQ-Seite (SaaS + Toolkits);;CleverMemo – Coaching Software for Sustainable Results;CleverMemo ist Coaching-Software zur Transfersicherung: Coaches begleiten Klient:innen zwischen Sessions über Aufgaben, Reflexionen, Workflows und Erinnerungen. Zusätzlich gibt es Toolkits/Templates für digitale Coaching-Übungen.;"Coaches, Berater:innen, Therapeut:innen; Coaching-Praxen/kleine Teams";"CleverMemo (Made in Germany; Gründer: Janosch Deeg), Deutschland";"Abo/SaaS (14 Tage Test); zusätzlich Einmalkauf-Toolkits (z.B. Templates)";Transfersicherung, zwischen-Sessions-Begleitung, Accountability & Reflexion;Web-SaaS, Automatisierungen/Reminder, digitale Übungsbibliothek;Deutsch & Englisch;"Aktiv (seit 2015; 2024/2025 laufend)";"Betont DSGVO-Compliance und Datensicherheit (Made in Germany/EU-Hosting); Details über Datenschutzerklärung.";Ja;"Unklar (kein prominenter Affiliate-Hinweis im FAQ; mögliches Partnerprogramm nicht eindeutig)";CoachAccountable, Quenza, Paperbell, Satori, NudgeCoach;Mittel; keine KI-Coaching-Engine, aber zentrale Infrastruktur für skalierbares (human-led) Coaching;;;;;;
cloverleaf.me/coach/;;;SaaS-Produktseite;;Cloverleaf – Coaching / Team Development Software;Cloverleaf ist eine KI-gestützte Coaching-/Teamentwicklungsplattform, die Assessments (z.B. DISC, Enneagramm, StrengthsFinder) in personalisierte Coaching-Nudges übersetzt und diese in Slack/MS Teams/E-Mail in den Arbeitsalltag integriert.;Unternehmen (HR/L&D), Führungskräfteentwicklung, Coaches/Coaching-Firmen, Teams;Cloverleaf.me, Inc., Cincinnati (Ohio, USA);"SaaS (Jahrespläne z.B. $2.400 / $4.800 / $9.000; teils per-user Modelle; Trial möglich)";Skalierung von Coaching im Arbeitsalltag, Teamdynamik, Leadership-Development;Integrationen (Slack, MS Teams, Google/Outlook), Assessment-Daten, KI/Nudging;Englisch;Aktiv (2024/2025);"Security/Compliance-Infos (u.a. SOC 2 Type II, ISO/IEC 27001; GDPR/CCPA alignment erwähnt).";Ja;Ja (Partner-/Commission-Optionen erwähnt);CoachHub, BetterUp, Growthspace, Paperbell, Profi, Simply.Coach;Hoch; KI-gestützte Coaching-Nudges im Workflow (skalierbares Coaching);;;;;;
cms.regiohealth.net/uploads/Leistungskatalog_2022_328a20548d.pdf?updated_at=2022-10-26T11:57:27.659Z;;;PDF;;RegioHealth: Leistungskatalog 2022 (PDF);PDF-Katalog der Leistungen (2022) im RegioHealth/GesundheitsTicket Netzwerk: BGF/Prävention, Angebote/Abwicklung für Arbeitgeber & Mitarbeitende.;Arbeitgeber (BGF), Mitarbeitende, Gesundheitspartner;Deutschland (Netzwerk/Anbieter-Kontext);Info-Dokument (kein Direktpreis);BGF/Health Benefits;Benefit-/Abrechnungsmodell (kein KI-Fokus);Deutsch;2022;"DSGVO relevant (gesundheitsbezogene Daten); Datenschutz i.d.R. auf Hauptseiten (GesundheitsTicket/RegioHealth).";Ja;Keine;Wellhub (Gympass), Urban Sports Club (B2B), Telus Health;Niedrig;;;;;;;
coachaccountable.com/;;;Anbieter-/Produktseite;;CoachAccountable;"Coaching-Management-Software: CRM, Programme, Aufgaben/Tracker, Abrechnung, Client-Portale; Pricing nach Anzahl aktiver Clients.";Coaches & Coaching-Businesses;Denver, CO (USA);"SaaS-Abo nach aktiven Clients: ab ca. $20/Monat; 30 Tage Test";Coaching-Administration/Operations;"Web-App; Datenexport; Hosting in SOC2-Umgebung (Rechenzentrum u.a. Chicago genannt)";Englisch;nicht verfügbar;"Privacy/Terms + DPA; GDPR-konform; Rechte (u.a. Löschung/Portabilität) werden global gewährt; EU-US DPF genannt; Hinweis: Software nicht offiziell HIPAA.";Ja;Affiliate/Provision nicht verfügbar;CoachVantage, Quenza, Satori, PracticeBetter;Mittel;;;;;;;
coach-ai.de/;;;Portfolio/Angebotsseite + Ressourcen/Updates;;CoachAI – The Future of Coaching & Learning;CoachAI (Rebecca Rutschmann) ist ein Hub für KI-gestütztes Coaching, Beratung und Weiterbildung (u.a. KI-Literacy, Prompt-Design für ICF-Kompetenzen, AI Coaching Diploma in Kooperation). Fokus: professionelle Integration von LLMs und KI-Agenten in Coaching.;Professionelle Coaches, L&D/Personalentwicklung, Organisationen mit Interesse an KI im Coaching;Rebecca Rutschmann, Karlsruhe (Deutschland);"Dienstleistung (Training/Consulting/Keynotes; Preise nicht offen; teils Kursbuchungen über Partner)";KI-Literacy, Ethik/Standards im Coaching, Prompting/Agenten für Coaching-Prozesse;Generative KI/LLMs, Prompt Engineering, KI-Agenten, Tool-/Framework-Integration;Englisch (teils Deutsch, z.B. Impressum);"Aktiv (2024–2025; Event-Ausblicke)";"Data Policy/Terms vorhanden; als DE-Anbieter DSGVO-relevant.";Ja;Keine;BetterUp (inkl. KI-Features), Rocky.ai, weitere AI-Coaching-Trainings/Consultancies;Sehr hoch; direkte Spezialisierung auf KI im professionellen Coaching (DACH);;;;;;
coachbot.ai/blog;Ja;Ja;Blog/Insights + Produktplattform;;CoachBot.ai – Blog;Der CoachBot.ai Blog liefert Inhalte zur Skalierung von Coaching mit KI und zum Überführen bestehender Coaching-Frameworks in konfigurierbare KI-Assistenten (CoachBot Studio). Themen: Leadership, Reflexion, Personalisierung, L&D.;Coaches, Coaching-Organisationen, HR/L&D, Unternehmen (Coaching skalieren);Coachbot AI GmbH, Berlin (Deutschland);"SaaS (z.B. ab ~99€/Monat; Enterprise angekündigt)";Skalierbares Coaching, digitale Frameworks, Leadership-Entwicklung, Messbarkeit;"No-code Bot Builder, LLM-Integration (auch eigene API Keys), Memory/Personalisierung; „kein Training mit Userdaten“";Deutsch;Aktiv (2024–2026);"DSGVO-Fokus (EU/DE Hosting, Consent-basiert; kein Model-Training mit Nutzerdaten).";Ja;Keine;"BetterUp, CoachHub; allgemeine LLMs (ChatGPT/Claude) als DIY-Alternative";Sehr hoch; Produkt/Plattform explizit für KI-Coaching und Framework-Digitalisierung;;;;;;
coachhub.com/;;;Produkt-/Anbieterseite;;CoachHub;Digitale Coaching-Plattform (Enterprise): Matching, Programme, HR/L&D Reporting.;Unternehmen (L&D/HR), Mitarbeitende & Führungskräfte;Berlin (Deutschland);B2B (custom/Quote);Leadership/Performance Coaching;Plattform-Matching, Analytics (teilw. KI-gestützt);Englisch;nicht verfügbar;"GDPR-konform; Serverstandort Deutschland; Security-Standards (u.a. SOC2/ Pen-Tests) werden genannt.";Ja;Affiliate/Provision nicht verfügbar;BetterUp, Ezra, Sharpist, Torch;Hoch;;;;;;;
coaching-4-all.org/resonanz-coaching/;;;Projekt-/Methodenbeschreibung;;Resonanz-Coaching – Coaching für alle;Gemeinnütziges Projekt („Coaching für alle“) mit einem hybriden Ansatz: Resonanz-Coaching als menschlicher Kern (Beziehung/Präsenz/systemisch-humanistisch), ergänzt durch KI-Tools zur Prozessbegleitung und niedrigschwelligen Unterstützung.;"Sozial-/Care-Bereich, Mitarbeitende in belastenden Kontexten; Menschen mit Bedarf an niedrigschwelliger psychosozialer Unterstützung";coaching-4-all.org, Elmshorn (Deutschland);Gemeinnützig / kostenfrei bzw. solidarisch finanziert;Psychosoziale Teilhabe, Entlastung, Stabilisierung, humanistische Coaching-Haltung;Hybrides Coaching mit KI-Unterstützung (z.B. Tools zur Reflexion/Analyse zwischen Sessions);Deutsch;2026 (Testphase erwähnt);"Datenschutzdetails über Domain-Datenschutzerklärung; KI-Einsatz wird erwähnt, konkrete Speicher-/Verarbeitungsdetails sind typischerweise dort beschrieben.";Ja;Keine;Betriebliche Sozialberatung, klassische systemische Coachings, ähnliche gemeinnützige Unterstützungsangebote;Hoch; explizit hybrides Coaching-Modell mit KI-Bausteinen;;;;;;
coachingfederation.de/coach-tools-und-assessments/;;;Directory/Übersicht;;ICF Germany: Coach Tools & Assessments;Übersichts-/Partnerseite des ICF Charter Chapters: Verzeichnis von Coaching-Tools/Assessments (z.B. LINC, XLNC, CleverMemo, CAI World) inkl. Kategorien Online/Präsenz.;"Coaches, Facilitators; Organisationen/HR";Deutschland (ICF Germany Charter Chapter e.V.);"Kostenloser Content (Directory); Tools separat bepreist";Coaching-Tools & Diagnostik;Tool-Übersicht (teilweise digitale Plattformen);Deutsch;nicht verfügbar;"DSGVO für Website/Partner relevant; konkrete Datenschutzdetails bei jeweiligen Tool-Anbietern.";Ja;Keine;Hogan, Insights, DISC, 16Personalities, Gallup;Mittel;;;;;;;
coachingfederation.de/future-workforce-summit/visionary-startups-at-the-crossroads-of-ai-and-coaching/;;;Event-Recap / Startup-Liste (Thought Leadership);;Visionary Startups at the Crossroads of AI and Coaching (ICF Germany);ICF Germany Beitrag mit „Startups to watch“ (Future Workforce Summit 2025): zeigt, wie KI Coaching skaliert (AI-gestützte Personalentwicklung, Matching-Plattformen, KI-Literacy, Chatbots) bei gleichzeitiger Orientierung an Coaching-Standards.;Professionelle Coaches, HR/L&D, Corporate Entscheider, Tech-affine Coaching-Praktiker;ICF Germany Charter Chapter e.V. (Deutschland, u.a. Berlin);"Kostenloser Artikel; Preis-/Modelle variieren je Startup (oft B2B SaaS)";AI & Coaching-Ökosystem, Marktüberblick, Skalierung & Professionalität;GenAI/LLMs, Matching-Algorithmen, digitale Coaching-Assistenz, teils VR-Training;Englisch (Website-Kontext teils Deutsch);2025 (Juni);"Hohe Betonung von DSGVO/ISO-Themen in den vorgestellten Lösungen; ICF/Website-Privacy gilt zusätzlich.";Ja;Keine;"Andere Coaching-Plattformen/Directories; generische Chatbots als weniger spezialisierte Alternative";Sehr hoch; Übersicht über KI-Coaching-Startups im ICF-Umfeld;;;;;;
coachingfederation.de/future-workforce-summit/visionary-startups-at-the-crossroads-of-ai-and-coaching/;;;Event-Seite;;ICF Germany: Future Workforce Summit – Visionary Startups;"Event-/Programmseite: „Visionary Startups“ an der Schnittstelle KI & Coaching (z.B. flowit, thankscoach etc.); Fokus Future of Work, Ethics, Skalierung.";HR/Corporate Entscheider, Coaches, Startup/Innovation;"Berlin, Deutschland (Event-Location SAP Data Space; Organizer ICF Germany)";Event (Ticket/Teilnahme) – nicht verfügbar;KI & Coaching im Future of Work;Startup-Ökosystem / AI Coaching Plattformen;Deutsch;2026-06-23 bis 2026-06-24;"DSGVO üblich (Event/Website); Details auf Site.";Ja;Keine;Andere HR Tech Summits (z.B. UNLEASH, Zukunft Personal);Mittel;;;;;;;
coachinglobby.com/pricing;;;Pricing-Seite (SaaS);;Pricing – Coaching Lobby;Coaching Lobby ist eine Verwaltungssoftware für Coaches (Terminplanung, Aufgaben, Notizen, Dateien, Zahlungsabwicklung). Fokus auf administrative Automatisierung statt KI-Coaching.;Einzelcoaches und kleine Coaching-Teams (Life/Business/Career);CompositeWeb LLC, Sudbury (MA, USA);"Abo (ab $24.95/Monat; Add-ons für weitere Coaches/Assistants; Trial üblich)";Coaching-Administration, Client-Management, Scheduling & Payments;Web-SaaS, Kalender-Integrationen (Google/Outlook), Zahlungsanbieter (PayPal/Stripe);Englisch;Aktualisiert (2026);"Privacy/Cookie Policy vorhanden; GDPR-Dokumentation weniger umfangreich als Enterprise-Tools (laut Reviews).";Ja;Keine;CoachAccountable, Paperbell, Delenta, Simply.Coach, UpCoach;Niedrig; Admin-Tool, kein KI-Coaching;;;;;;
coaching-magazin.de/coaching-tools/apps;;;Fachartikel/Marktübersicht;;Coaching-Apps: Marktübersicht & Trends (Coaching-Magazin);Fachartikel mit Überblick über Coaching-Apps (Prozessbegleitung, Selbstcoaching, Vermittlungsplattformen). Beleuchtet Nutzen für Transfer/Micro-Learning, aber auch Anforderungen an Vertraulichkeit, Datenschutz und Qualität.;Professionelle Coaches, HR/Personalentwicklung, digitale Coaching-Interessierte;Coaching-Magazin / Christopher Rauen Verlag, Osnabrück (Deutschland);"Kostenloser Fachartikel (Monetarisierung über Magazin/Verlag/Werbung; Tool-Preise variieren je Anbieter)";Marktübersicht Coaching-Apps, Trends, Transfer-Sicherung & Prozessdigitalisierung;"Mobile Apps & webbasierte Plattformen; teils bot-basierte/automatisierte Ansätze im Markt";Deutsch;Regelmäßig aktualisiert (ca. 2023/2024+);"Datenschutz/Vertraulichkeit als zentrales Thema; weitere Details über Datenschutzerklärung des Magazins.";Ja;"Keine (redaktionell; keine klaren Affiliate-Hinweise)";"Je nach Tool: Coach-Space, CAI, PocketConfidant; Alternative: klassisches Coaching oder Video-Tools (Zoom/Teams)";Mittel; liefert Markt-/Orientierungswissen zu (AI-)Coaching-Apps, aber kein Tool;;;;;;
coachingspace.net/;;;Produkt-/Anbieterseite;;Coachingspace;Coaching-Tool für Coaches (Organisation/Programme/Client-Management).;Coaches, kleine Coaching-Teams;"Remscheid (Deutschland); Hosting Deutschland (Nürnberg)";"7 Tage Test; modular (z.B. €19,90/Monat je Methode) + Premium/Enterprise (custom)";Coaching-Administration;Client-Portal/Workflows (kein klarer KI-Fokus);Englisch;nicht verfügbar;"DSGVO-konform; AV-Vertrag/DPA verfügbar; Daten in Deutschland; SSL; Payments via Stripe.";Ja;Affiliate/Provision nicht verfügbar;Delenta, Paperbell, Satori, CoachAccountable;Mittel;;;;;;;
coachmetrix.com/demo-video/;;;Demo-Video/Produktseite;;Coachmetrix Demo Video;Coachmetrix ist eine cloudbasierte Plattform für Executive Coaching. Sie unterstützt Coaches bei Ziel-/Action-Planung, Ressourcen, Pulse-Feedback und Reporting, um Verhaltensänderung und Coaching-ROI messbar zu machen.;Executive Coaches, HR/Leadership Development, Unternehmen (Coaching-Programme);Coachmetrix, Boulder (Colorado, USA);"SaaS (30 Tage Trial; ab ca. $55/Monat oder $550/Jahr; Enterprise individuell)";Executive Coaching Management, Messbarkeit, Feedback-Schleifen, ROI;Cloud-SaaS, Pulse-Feedback/Surveys, automatisiertes Reporting (AI-adjacent, eher Analytics);Englisch;Aktiv (2025/2026);"Privacy Policy vorhanden; als US-Anbieter GDPR i.d.R. über DPA/Enterprise-Vereinbarungen (Details in Policy).";Ja;Keine;"CoachAccountable, Simply.Coach, Quenza, Delenta; Enterprise: CoachHub, BetterUp";Niedrig bis mittel; tech-enabled Coaching-Management, aber kein KI-Coach;;;;;;
coachtech.uk/;;;Community-/Event-Seite;;CoachTech Collective;Community/Hub rund um Coaching & Tech (AI, VR etc.), inkl. Events (Digital & AI Coaches’ Conference) und Membership.;Coaches, Coaching Thought Leaders, Organisationen;West London, UK;Membership + Event-Tickets (Abo/Registrierung je Angebot);Coaching-Technologie;Community/Knowledge (kein KI-Coaching-Produkt);Englisch;nicht verfügbar;"UK GDPR; Datenschutz für Registrierungen/Kommunikation; Kontakt für Privacy-Anfragen genannt.";Ja;Affiliate/Provision nicht verfügbar;ICF Germany, AI Coaching Institute, CoachHub Academy;Mittel;;;;;;;
coachvantage.com/;;;Anbieter-/Produktseite;;CoachVantage;All-in-one Coaching-Plattform für Coaches: Program-/Landingpages, Terminbuchungen, eContracts, Admin/CRM-Workflows.;Life- & Business-Coaches (Solo bis kleine Teams);"Singapur (Company/Founder); cloudbasiert";SaaS-Abo: ca. $29–$49/Monat (jährlich Rabatt), 14 Tage Test;Coaching-Administration / Client-Management;"Web-App; Hosting AWS/Heroku; Payments via Stripe; SSL/HTTPS";Englisch;nicht verfügbar;"Privacy Policy + DPA; GDPR (Controller/Processor-Setup); HTTPS/SSL; Passwörter bcrypt; Supportzugriff nur mit Einwilligung; Kontakt: dataprotection@coachvantage.com.";Ja;Affiliate/Provision nicht verfügbar;CoachAccountable, Quenza, Paperbell, Satori;Mittel;;;;;;;
coachvici.com/news/;;;News/Blog (Research-Updates);;Coach Vici – News;News-/Wissensbereich zu Coach Vici, einer wissenschaftlich fundierten KI-Coaching-Plattform (DAIC-Framework, nicht-direktiv/reflexiv). Inhalte drehen sich um Forschung, Standards (z.B. ICF) und Wirksamkeit von AI Coaching im Unternehmenskontext.;HR/OrgDev, Corporate Coaching, Unternehmen (Enterprise), Coaches/Programme für breite Belegschaften;Coach Vici / Dr. Nicky Terblanche, Stellenbosch (Südafrika);B2B/Enterprise-Lizenz (Preise nicht öffentlich);AI Coaching auf Basis Forschung, Zielsetzung/Verhaltensänderung, Coaching-Standards;"Conversational AI/Chatbot, ML/regelbasierte Elemente; DAIC-Framework";Englisch;Aktiv (2024/2025);Betont ethische Standards & Datenschutz (GDPR/EU AI Act/ICF-kontext). Details i.d.R. in Privacy Policy.;Ja;Keine;CoachHub, BetterUp, Ezra, Rocky.ai, PocketConfidant;Hoch; AI-Coaching-Produkt mit starkem Forschungs-/Standards-Bezug;;;;;;
coachvox.ai/;;;Produkt-/Anbieterseite;;Coachvox;KI-basierter „AI Coach/Clone“: automatisierte Coaching-Konversationen im Stil eines Coaches/Programms.;"Coaches, Creator, Coaching-Programme; teils Endkund:innen";London (UK);"SaaS-Abo (ab ca. $99/Monat; teils Setup-Service/Programme zusätzlich)";AI Coach / KI-Coaching;LLM-Chat, personalisierte Coach-Bots;Englisch;nicht verfügbar;"GDPR/UK GDPR wird genannt; Rollen (Controller/Joint Controller) beschrieben; Verschlüsselung; SCCs für Transfers.";Ja;Affiliate/Provision nicht verfügbar;PocketConfidant, Cass (Tess), Youper, Woebot;Hoch;;;;;;;
connect-develop.de/digital-coach;;;Produkt-/Landingpage (digitale Coaching-Plattform);;Digital Coach / onesome (connect and develop);Vorstellung von „onesome“, einer KI-gestützten, skalierbaren Coaching-Web-App für Unternehmen. Mitarbeitende durchlaufen strukturierte „Reisen“ (Positive Psychologie) mit personalisierten Inhalten, Übungen und KI-Zusammenfassungen/Insights.;B2B: Unternehmen/HR, Nachwuchs- & Führungskräfte, Teams im Wandel (New Work);connect and develop (Benussi & Benussi), München (Deutschland);"B2B SaaS (für Unternehmen kostenpflichtig; Mitarbeitende i.d.R. kostenfrei; Preis z.B. ab ~9€/User/Monat laut Quellen)";Selbstreflexion & Persönlichkeitsentwicklung, psychologische Sicherheit, Habit-Building, Team-/Leadership-Coaching;KI-gestützte Web-App (SaaS), Personalisierung, Fortschrittsmessung, automatisierte Coaching-Prozesse (LLM-Features für Zusammenfassungen/Headlines);Deutsch & Englisch;2024 (AGB-Stand Nov.);"Datenschutzerklärung vorhanden; als DE-Anbieter inkl. AVV/DPA für Unternehmenskunden.";Ja;"Keine (keine Affiliate-Links; B2B-Vertrieb/Partnerschaften möglich)";BetterUp, CoachHub, Growthspace, Speexx, 21done;Sehr hoch; KI übernimmt Coaching-Prozessführung (skalierbares Digital Coaching);;;;;;
connect-develop.de/digital-coach;;;Produkt-/Service-Seite;;connect & develop – Digital Coach (onesome);Angebot „Digital Coach“: onesome als KI-gestützte Coaching-Plattform zur Ergänzung von Leadership-/Team-Entwicklung und systemischem Coaching (Hybrid: human + digital).;"Executives/Führungskräfte, Teams; Unternehmen (HR/Talent)";München, Deutschland (Benussi & Benussi);B2B-Quote (Preis nicht öffentlich);Leadership-/Team-Development, Digital Coaching;AI Coaching Plattform (onesome);Deutsch;nicht verfügbar;"Datenschutzerklärung vorhanden; DSGVO (DE) relevant.";Ja;nicht verfügbar;CoachHub, BetterUp, flowit, Speexx Coaching;Hoch;;;;;;;
contur-online.de/kundenprojekte/fuehrungskraefteentwicklung-mit-ai-coaching/;;;Case Study / Projektbeschreibung;;Skanska: Führungskräfteentwicklung mit AI-Coaching (CONTUR Case Study);Kundenprojekt von CONTUR: Führungskräfteentwicklung bei Skanska mit AI-Coaching zur Transfersicherung. Ziel: nachhaltige Verhaltensänderung, Selbstreflexion und Kulturwandel durch skalierbare Coaching-Impulse (CLAES AI-Coach®).;Unternehmen/HR, Führungskräfte, High Potentials (Leadership-Programme, Bau/Projektentwicklung u.a.);CONTUR GmbH, Hannover (Deutschland) (Projektkunde: Skanska);B2B Beratung/Projektgeschäft (keine Preise öffentlich);Leadership Development, Transfer in den Alltag, Kultur- & Verhaltenswandel;"CLAES AI-Coach®; Blended Learning Journeys; digitale Coaching-Integration";Deutsch;"Aktiv (Site 2025; Projektzeitraum nicht eindeutig)";"Datenschutzerklärung/Cookie-Einstellungen auf Website vorhanden; projektspezifische Datenverarbeitung nicht im Detail auf der Seite.";Ja;Keine;"CoachHub, BetterUp; weitere AI-Coaching- und Digital-Coaching-Anbieter";Hoch; praktisches Beispiel für AI-Coaching im Leadership-Programm;;;;;;
